device_id,run_id,circuit_id,family,num_qubits,config_id,seed,status,phase,category,exception_type,timeout_seconds,observed_total_seconds,message,last_relevant_qiskit_frame
ibm_heron_156,run_c139fd2b6522ddb360c3c610433e4afbd1821164419537c92a3fbe9824006076,pricingcall_indep_qiskit_5,pricingcall,5,o2_sabre_lookahead,0,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.01671267000029,Tentativo interrotto dopo 100.0 secondi.,"File ""/home/elio/Tesi/qiskit_dataset/generation.py"", line 133, in on_alarm"
ibm_heron_156,run_0f434987ad2198983b028c0ad4455d59ac610817713beaff36846d0966a280d5,pricingcall_indep_qiskit_5,pricingcall,5,o2_sabre_lookahead,1,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.00674586699961,Tentativo interrotto dopo 100.0 secondi.,"File ""/home/elio/Tesi/qiskit_dataset/generation.py"", line 133, in on_alarm"
ibm_heron_156,run_9c565922151868174a1eeb435e561dab326f57c81faab131c85757f5d1dc2746,pricingcall_indep_qiskit_5,pricingcall,5,o2_sabre_lookahead,2,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.00720615099999,Tentativo interrotto dopo 100.0 secondi.,"File ""/home/elio/Tesi/qiskit_dataset/generation.py"", line 133, in on_alarm"
ibm_heron_156,run_ec5e4ac4827cd5160c92e8e76da43bc0812a9498fc9a5503df69908010a2b506,qft_indep_tket_40,qft,40,o2_sabre_lookahead,0,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.01743782499989,Tentativo interrotto dopo 100.0 secondi.,"File ""/home/elio/Tesi/qiskit_dataset/generation.py"", line 133, in on_alarm"
ibm_heron_156,run_65a17f22eb1b610228fe871a0566372eaf3de269a74d4504c5e1639e944d6695,qft_indep_tket_40,qft,40,o2_sabre_lookahead,1,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.019218637,Tentativo interrotto dopo 100.0 secondi.,"File ""/home/elio/Tesi/qiskit_dataset/generation.py"", line 133, in on_alarm"
ibm_heron_156,run_482f26c191df022a668ac14c37b0247b89b0bd23b72682cfdd4ea8e5d8d3b142,qft_indep_tket_40,qft,40,o2_sabre_lookahead,2,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.03223262199981,Tentativo interrotto dopo 100.0 secondi.,"File ""/home/elio/Tesi/qiskit_dataset/generation.py"", line 133, in on_alarm"
ibm_heron_156,run_0acfd0d2a06fa8cfdf33c3d19ca6d7a83c4abe0e6057fd895f352b1bf69fbb39,qpeexact_indep_tket_60,qpeexact,60,o2_sabre_lookahead,0,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.04199940399985,Tentativo interrotto dopo 100.0 secondi.,"File ""/home/elio/Tesi/qiskit_dataset/generation.py"", line 133, in on_alarm"
ibm_heron_156,run_c2415ae671fa3c0ffd5154dd22536cefcc16302c8e0f5248aa2012e46baac876,qpeexact_indep_tket_60,qpeexact,60,o2_sabre_lookahead,1,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.05177834799997,Tentativo interrotto dopo 100.0 secondi.,"File ""/home/elio/Tesi/qiskit_dataset/generation.py"", line 133, in on_alarm"
ibm_heron_156,run_6d745d9ba66f0f1528ef9fea9e64585c04a62b993968bd7101babc47eae2e8c8,qpeexact_indep_tket_60,qpeexact,60,o2_sabre_lookahead,2,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.058248456,Tentativo interrotto dopo 100.0 secondi.,"File ""/home/elio/Tesi/qiskit_dataset/generation.py"", line 133, in on_alarm"
ibm_heron_156,run_4f5486565c65321f86143edc814eb6a9edcab8ea68f0ffbc9d6ec5264447bfd7,random_indep_qiskit_30,random,30,o2_sabre_lookahead,0,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.22434576399974,Tentativo interrotto dopo 100.0 secondi.,"File ""/home/elio/Tesi/qiskit_dataset/generation.py"", line 133, in on_alarm"
